category,day_of_week,post_hour,followers,reel_duration_sec,num_hashtags,caption_length,has_music,has_trending_audio,collab_post,avg_past_views,past_engagement_rate,num_mentions,is_sponsored,views
travel,Thursday,3,4348,7,2,169,0,0,0,20,0.099,1,0,1020
fashion,Monday,13,2792,30,17,101,1,1,0,282,0.0265,3,0,8794
food,Saturday,20,34632,7,0,293,1,0,0,2151,0.1311,7,0,41172
motivation,Thursday,9,819,15,29,242,0,0,0,2499,0.0146,1,0,9079
gaming,Thursday,0,4763,30,12,156,0,0,0,1125,0.1481,0,0,4383
fashion,Sunday,3,1431,60,21,264,0,0,0,1719,0.0631,0,0,5141
gaming,Friday,0,140560,30,17,256,1,1,0,3788,0.0297,6,0,98845
gaming,Friday,16,47188,90,7,122,1,0,0,1351,0.1407,6,0,32985
fashion,Saturday,16,255,60,30,46,1,1,0,11534,0.0116,3,0,23117
dance,Wednesday,6,1172,15,10,9,1,0,0,15,0.0732,4,0,5998
finance,Wednesday,22,23568,30,9,143,1,1,1,5707,0.1167,4,0,15243
gaming,Thursday,19,11193,45,28,298,1,0,0,14,0.0509,6,0,12668
fashion,Tuesday,14,10579,90,3,151,1,0,0,313,0.0817,2,1,10613
fashion,Tuesday,12,6929,90,24,135,1,1,0,4726,0.1066,4,0,7224
fitness,Wednesday,1,27232,45,3,74,1,0,0,3790,0.143,6,0,20924
dance,Tuesday,18,20045,30,3,25,1,0,0,157,0.0199,6,0,7503
education,Sunday,23,2913,45,28,6,0,0,0,996,0.0278,8,0,2581
fitness,Wednesday,12,567,15,11,78,0,0,1,333,0.0788,3,0,3401
fitness,Friday,23,234,15,7,14,1,1,0,5971,0.0657,0,0,2793
travel,Thursday,10,4078,45,27,206,1,0,0,939,0.0646,4,0,4064
finance,Monday,21,179,60,12,88,1,1,0,299,0.0481,3,0,2813
fashion,Thursday,14,7721,90,7,96,1,0,0,2353,0.0863,2,0,9473
finance,Wednesday,9,2822,15,20,215,1,0,0,3491,0.1331,6,1,5852
food,Sunday,8,162598,45,2,258,1,0,0,742,0.0283,8,0,56462
travel,Wednesday,8,9114,60,11,286,1,1,0,4050,0.0362,3,0,16044
education,Thursday,19,4662,30,17,74,1,0,1,24914,0.1023,5,0,27954
finance,Sunday,0,267,15,14,241,1,1,0,17,0.0131,0,0,4825
comedy,Sunday,16,506,30,24,16,1,0,0,12235,0.1027,0,0,28130
gaming,Sunday,11,16754,30,13,176,1,1,1,19228,0.0506,2,0,16396
food,Saturday,9,2797,30,8,258,1,1,0,2692,0.0569,4,0,4735
dance,Wednesday,4,471500,30,4,122,0,0,0,586,0.0638,5,0,110939
education,Tuesday,17,4232,60,29,110,1,1,0,48,0.0557,8,0,5176
food,Tuesday,14,6661,15,28,255,1,0,1,1193,0.127,8,0,32086
gaming,Wednesday,5,459,30,14,233,1,0,0,490,0.1422,9,0,3897
travel,Wednesday,6,27048,30,7,39,0,0,0,67,0.0845,0,0,13710
gaming,Saturday,16,928,15,22,121,1,1,0,294,0.0894,1,0,3670
fitness,Tuesday,5,12631,90,2,214,1,0,1,1012,0.0152,7,0,3796
gaming,Wednesday,7,21188,15,11,295,1,0,0,1879,0.1084,4,0,9487
fitness,Wednesday,11,5833,30,4,285,1,1,0,141,0.0897,2,0,1662
travel,Saturday,20,116139,60,30,280,1,0,0,9,0.0123,8,0,81060
motivation,Saturday,13,1637,7,28,6,1,0,0,657,0.0338,1,0,11459
fitness,Thursday,11,100305,60,8,91,1,1,0,174,0.0343,6,1,26779
dance,Saturday,22,498,30,19,122,1,0,0,458,0.0298,9,0,25102
gaming,Monday,9,20707,7,2,95,1,0,0,18,0.1005,7,0,6428
gaming,Tuesday,21,3803,60,22,0,1,1,0,577,0.1396,1,0,9930
dance,Thursday,19,1373,7,7,90,1,0,0,2309,0.1156,0,0,5917
comedy,Monday,14,247,30,20,6,1,0,0,451,0.0742,2,1,10086
fashion,Wednesday,6,3074,7,12,119,1,0,0,1348,0.0636,7,0,7731
motivation,Wednesday,8,2743,7,7,128,1,1,0,608,0.061,3,0,4801
education,Thursday,9,6709,60,4,178,1,0,0,21,0.0922,4,0,4192
fitness,Saturday,9,18118,45,24,97,1,0,0,1289,0.0571,8,1,22968
dance,Sunday,15,1146,15,6,42,1,0,0,228,0.0378,3,0,4678
travel,Sunday,6,116410,30,4,182,1,0,0,77,0.0924,8,1,28220
fitness,Wednesday,4,1864,45,28,184,1,1,0,4257,0.0617,5,0,11300
fashion,Sunday,22,14529,60,8,52,0,0,1,1879,0.007,6,0,10522
travel,Friday,2,5780,30,4,227,1,1,0,322,0.0082,7,0,1955
food,Thursday,17,3436,60,7,160,0,0,0,804,0.0447,9,0,3371
gaming,Monday,10,5282,30,11,234,1,0,0,1511,0.0793,9,0,9981
food,Thursday,14,904,45,3,199,0,0,0,36,0.0564,0,0,653
fitness,Tuesday,20,2446,90,8,0,1,0,0,112,0.0085,8,0,7987
fashion,Saturday,19,440,15,27,13,1,0,0,123,0.0374,1,1,4116
motivation,Saturday,4,1828,15,21,212,1,1,0,2967,0.019,2,1,2162
fitness,Thursday,23,2121,15,21,276,1,1,0,25108,0.1426,0,0,7613
dance,Wednesday,11,22502,15,13,33,1,0,0,3577,0.0504,9,0,18300
finance,Wednesday,3,2704,15,18,269,1,1,0,1387,0.0071,2,0,2773
fitness,Friday,14,2193,45,12,167,1,1,0,140,0.1008,1,0,11286
gaming,Friday,8,7303,30,2,169,1,0,1,4823,0.0387,6,0,18975
gaming,Saturday,6,6805,30,3,81,1,0,0,531,0.0872,6,0,6343
fitness,Friday,9,1696,30,0,136,1,1,0,145,0.0269,5,0,7037
travel,Monday,22,9992,15,21,232,1,0,0,4652,0.1477,9,0,11701
finance,Friday,12,3563,30,0,114,1,1,0,15673,0.1457,3,0,18030
dance,Monday,7,1691,30,10,251,1,1,1,4804,0.1001,2,0,12642
fitness,Friday,11,2014,15,15,288,1,0,1,127638,0.1075,6,0,60758
travel,Saturday,21,27141,90,3,48,1,1,0,240,0.0668,2,0,27139
gaming,Saturday,23,2126,30,30,3,1,0,0,429,0.1445,8,0,10579
gaming,Monday,18,7863,90,28,175,1,0,0,188,0.0664,9,0,14677
fashion,Thursday,0,488,15,6,271,1,0,0,186,0.0397,7,0,2191
fitness,Saturday,15,36590,45,11,25,1,0,0,17933,0.0217,6,0,14831
finance,Thursday,21,1720,30,5,69,1,0,0,119,0.0352,1,0,1773
comedy,Wednesday,16,10102,60,23,292,1,0,0,366,0.088,9,0,17115
finance,Monday,17,3124,30,19,233,1,1,0,13650,0.0405,2,0,2516
gaming,Sunday,10,9896,90,8,230,0,0,0,2374,0.0999,7,0,6836
gaming,Saturday,17,10918,30,25,262,1,0,0,143,0.0604,2,0,7579
food,Tuesday,6,3788,45,7,285,0,0,0,933,0.1336,7,0,5254
gaming,Wednesday,17,170,60,13,73,1,0,0,36,0.086,3,1,3970
dance,Thursday,7,35025,45,14,120,1,0,1,733,0.0953,4,0,17021
education,Saturday,5,3820,30,20,5,1,1,0,1278,0.0857,8,0,11242
fitness,Monday,6,9532,15,29,23,1,0,0,1453,0.1334,9,0,20398
finance,Sunday,22,17070,60,21,193,1,1,1,46860,0.0142,1,0,53575
education,Friday,21,2158,30,4,167,1,0,0,4848,0.0148,2,0,5029
travel,Sunday,9,12467,30,14,209,1,1,0,105,0.1068,0,1,9499
comedy,Tuesday,10,1279,7,5,132,1,0,0,1362,0.1164,7,0,2654
dance,Thursday,12,9873,30,0,291,1,0,1,962,0.0679,8,0,9613
finance,Wednesday,8,5092,45,19,173,1,1,0,45762,0.0561,9,0,35043
education,Sunday,6,2297,30,8,150,1,0,0,453,0.0453,8,0,5004
comedy,Monday,8,5348,30,3,87,1,1,0,1423,0.039,2,0,5956
food,Tuesday,12,735,15,1,265,0,1,0,1870,0.1372,4,0,1487
dance,Monday,2,8572,15,5,69,0,0,0,129,0.0478,8,0,4251
dance,Saturday,2,10332,45,1,204,1,1,0,51,0.099,4,0,8252
food,Friday,0,9155,15,2,31,1,1,0,697,0.1191,0,0,6658
fitness,Wednesday,20,73416,30,6,42,1,0,1,4161,0.0082,0,0,9750
food,Monday,19,4142,30,19,117,1,0,0,79,0.0099,3,0,7656
dance,Thursday,1,4689,90,16,14,1,0,1,898,0.0533,6,0,10197
dance,Saturday,2,597,7,8,114,1,0,0,287,0.1059,6,0,5534
education,Saturday,14,83320,15,21,19,1,0,0,22,0.0428,6,1,18188
gaming,Wednesday,23,331,30,8,177,1,1,0,1748,0.0052,5,1,2238
comedy,Saturday,5,7416,30,18,261,1,1,0,2485,0.0468,0,0,6004
food,Thursday,12,1625,7,4,78,1,1,0,4191,0.0181,2,0,4775
comedy,Monday,20,5498,60,24,119,1,1,0,5252,0.0368,4,0,20195
food,Wednesday,0,466,30,5,25,1,0,0,899,0.0533,3,0,1251
travel,Saturday,19,24464,15,17,21,1,0,0,2442,0.0236,3,0,31906
dance,Saturday,18,880,15,30,200,1,1,0,1596,0.1074,8,0,34512
gaming,Thursday,0,40104,60,0,63,1,0,0,6,0.0421,6,1,10820
education,Friday,20,925,15,24,213,0,1,0,54,0.1009,8,0,9859
gaming,Friday,21,28435,15,16,292,1,0,0,249,0.0919,6,0,13330
gaming,Sunday,1,1101,15,13,77,1,0,0,1217,0.1352,9,0,4463
gaming,Saturday,14,1625,30,14,215,1,0,0,1873,0.0178,2,0,4252
comedy,Monday,13,4898,60,4,223,1,0,0,4041,0.0361,9,0,4882
food,Wednesday,18,1068,15,16,27,1,0,0,4227,0.1305,3,0,10848
motivation,Saturday,10,1013,15,20,200,1,0,0,1590,0.1242,8,1,8829
travel,Tuesday,14,1090,15,20,66,0,0,0,2934,0.0329,0,1,6339
finance,Wednesday,5,8724,30,22,125,1,0,0,23530,0.0206,2,0,9954
gaming,Sunday,19,4910,15,22,194,1,0,0,2494,0.1292,3,0,18829
fitness,Friday,8,5403,60,10,173,1,0,0,1025,0.0308,3,0,3562
comedy,Saturday,4,2739,15,9,86,0,1,0,2741,0.1313,6,0,3639
education,Thursday,19,13195,7,16,153,1,0,0,5604,0.1444,3,0,14503
finance,Tuesday,1,32536,7,24,209,1,0,0,24316,0.037,9,0,16500
motivation,Saturday,5,13850,60,0,12,1,1,0,122,0.1269,7,0,8200
fitness,Sunday,17,3373,45,4,163,1,1,0,41,0.0665,0,0,1274
motivation,Monday,22,545,90,15,254,1,0,0,1660,0.1194,2,0,4477
finance,Tuesday,18,139,15,6,63,1,0,0,60,0.0641,9,0,2145
gaming,Sunday,8,4373,15,11,75,1,0,0,666,0.0152,9,0,3597
fitness,Saturday,20,135,30,7,21,1,0,0,41024,0.1083,5,0,122982
motivation,Monday,23,3433,30,17,59,1,1,0,1104,0.0268,2,1,6058
education,Tuesday,5,61372,30,29,55,1,1,0,1128,0.1394,7,0,9968
food,Monday,13,616,15,0,167,1,1,0,492,0.0656,6,0,702
dance,Monday,23,485,7,19,204,1,1,0,22249,0.0169,4,0,7664
food,Tuesday,12,15467,7,11,258,1,0,0,2557,0.0381,1,1,3286
finance,Tuesday,10,100,45,30,190,1,1,1,430,0.1301,4,0,10541
comedy,Monday,11,9771,30,3,54,1,0,0,21160,0.0516,8,0,7619
dance,Sunday,18,69100,60,25,283,1,0,0,1588,0.1292,4,0,99646
travel,Friday,18,1022,15,11,263,1,1,0,478,0.03,2,0,4242
education,Tuesday,20,750,60,21,258,1,0,0,16,0.0729,6,0,3521
travel,Saturday,18,14214,30,0,88,1,0,0,1443,0.1323,2,0,25661
fitness,Wednesday,23,597,7,29,221,1,1,0,444,0.012,7,0,6466
dance,Thursday,12,21151,90,0,88,1,0,0,584,0.0491,4,0,11198
travel,Monday,13,691,30,2,58,0,0,0,522,0.1369,4,0,4717
travel,Monday,23,118554,30,20,151,1,0,0,28,0.0915,5,0,34575
motivation,Thursday,17,16190,45,11,27,1,1,0,184896,0.1089,9,0,53498
food,Friday,11,5263,30,21,224,1,0,1,273,0.1271,5,0,19589
motivation,Thursday,3,106868,45,20,50,1,0,1,4174,0.0809,2,0,43742
dance,Tuesday,9,31469,60,12,262,1,0,1,707,0.1276,6,0,70888
dance,Thursday,16,9542,30,28,278,1,1,0,4,0.0976,8,0,11414
finance,Monday,3,171,45,12,45,1,1,1,815,0.1044,0,0,374
motivation,Thursday,11,1390,45,20,105,1,0,0,1392,0.0272,3,0,1833
fashion,Wednesday,12,34673,15,8,283,1,0,1,368,0.1412,3,0,46483
food,Saturday,3,473,15,17,23,1,0,0,19966,0.1204,0,1,9001
dance,Tuesday,9,1238,15,27,6,1,0,0,39496,0.0419,5,0,36094
finance,Thursday,2,780,30,27,2,0,0,0,1947,0.0891,1,0,5482
motivation,Monday,14,10139,60,0,257,1,0,0,2556,0.0596,5,0,5631
food,Sunday,1,27847,30,5,262,1,1,0,109,0.1008,0,0,9362
motivation,Saturday,16,27897,15,24,120,1,1,1,108,0.1491,9,0,24883
travel,Tuesday,5,1058,30,22,207,1,0,0,296,0.0116,4,0,3543
finance,Monday,7,9893,60,23,20,1,0,0,59891,0.1431,5,0,24288
food,Friday,2,972,15,4,139,1,0,1,366,0.0155,9,0,1558
gaming,Wednesday,17,3364,60,25,279,1,0,0,15277,0.0718,1,0,8555
fitness,Friday,21,12535,45,3,288,1,0,1,258,0.0749,0,0,10547
fitness,Wednesday,0,33205,7,5,205,1,0,0,160,0.044,6,0,3692
food,Thursday,15,102,15,2,42,1,0,0,403,0.0872,0,0,282
motivation,Tuesday,6,5869,30,16,117,1,0,0,383,0.1259,6,0,5541
finance,Thursday,2,61890,45,10,4,0,1,0,256,0.0476,0,0,6309
fitness,Wednesday,22,7465,60,3,206,1,0,1,24911,0.0152,8,0,23234
finance,Wednesday,3,5702,30,24,122,1,0,1,984,0.0967,4,0,5048
fitness,Wednesday,8,1783,30,19,141,1,0,0,736,0.114,5,0,5566
travel,Saturday,4,59003,15,0,231,1,1,0,1153,0.1434,6,0,20470
motivation,Monday,18,1938,45,29,163,1,0,0,6835,0.0281,0,0,10860
travel,Tuesday,14,4104,15,3,34,1,0,0,1153,0.1357,7,0,6266
fitness,Thursday,7,2108,45,22,10,1,1,0,2020,0.0749,5,0,10215
gaming,Thursday,5,5971,15,2,74,1,1,0,8394,0.0392,1,0,5848
gaming,Friday,17,63970,7,9,299,1,1,0,129,0.1446,0,0,65322
travel,Wednesday,18,961,15,21,197,1,0,0,205,0.0396,0,0,4750
gaming,Sunday,23,6018,15,30,263,1,1,0,1362,0.1113,3,1,5691
fitness,Wednesday,14,9935,30,29,223,1,1,0,266,0.1188,2,0,12138
food,Wednesday,6,1138,15,0,121,1,1,0,689,0.0674,5,0,1893
travel,Sunday,9,4419,90,26,73,1,0,0,120,0.105,9,0,12059
comedy,Thursday,5,137642,30,3,27,0,0,0,195,0.088,7,1,79341
motivation,Friday,13,203,30,18,170,1,1,0,10104,0.0328,0,0,5562
gaming,Monday,16,2302,30,29,215,1,1,0,526,0.1152,6,0,6085
gaming,Sunday,8,7715,30,0,100,1,1,1,438,0.1396,7,0,6592
dance,Saturday,18,2498,7,15,245,1,1,0,209,0.0759,4,0,7876
fashion,Tuesday,4,886685,90,18,92,1,0,0,186,0.1492,7,0,815035
travel,Sunday,22,13195,30,30,62,1,0,0,137,0.0671,0,0,16788
education,Monday,6,750,7,19,265,1,1,0,82,0.0746,1,0,3642
gaming,Thursday,18,100,30,20,205,1,1,0,268,0.1027,3,0,3410
motivation,Saturday,19,9067,30,21,79,1,1,0,870,0.0319,0,1,11126
comedy,Saturday,6,1261,7,17,36,1,1,0,3949,0.1358,4,0,4702
gaming,Saturday,23,50011,90,1,10,0,0,0,926,0.1212,9,0,31234
comedy,Wednesday,1,2996,7,5,114,1,0,0,146,0.1315,2,0,1371
fitness,Tuesday,22,1766,30,20,89,1,1,0,371,0.0934,1,0,8978
fitness,Thursday,15,1713,90,0,231,1,0,0,329,0.1331,6,0,3260
fashion,Thursday,12,29019,15,18,18,1,1,0,292,0.1036,1,0,14083
food,Saturday,7,10384,15,26,51,1,1,0,514,0.0792,8,0,22248
education,Thursday,5,115927,7,4,273,1,0,0,6497,0.1401,5,0,121079
dance,Tuesday,5,3336,7,30,93,0,1,0,4219,0.0688,7,0,6788
fashion,Tuesday,8,23204,7,28,31,1,0,0,26726,0.0776,2,0,44683
finance,Friday,3,23929,60,27,150,1,1,0,183,0.0296,4,1,3509
dance,Sunday,10,16528,60,27,139,1,0,0,117,0.1424,2,0,19675
travel,Sunday,4,1963,45,1,57,1,1,0,524,0.0371,8,0,2182
motivation,Friday,16,11523,30,0,20,1,1,0,11302,0.0342,0,0,6723
finance,Monday,19,4125,60,15,148,1,0,0,16,0.0197,7,0,7785
finance,Sunday,6,3935,30,24,220,1,1,0,1377,0.0707,5,0,7389
fashion,Tuesday,14,1152,15,30,220,1,1,0,557,0.0447,6,0,3232
food,Tuesday,14,108,30,20,241,1,1,0,3816,0.1124,1,0,12480
fashion,Sunday,13,46493,7,1,218,1,1,0,2541,0.0496,6,0,14365
travel,Tuesday,12,10687,90,25,28,0,0,0,3782,0.1095,0,0,6926
gaming,Friday,10,438,30,3,46,1,0,1,2922,0.0334,6,0,4125
gaming,Saturday,12,17887,45,2,57,1,0,1,297871,0.0383,7,0,248292
food,Saturday,21,48177,45,22,274,1,1,0,38894,0.1219,1,0,118796
travel,Thursday,23,19926,45,16,139,0,0,0,5714,0.0588,9,1,10659
food,Saturday,8,987,7,14,22,1,0,1,415,0.0212,1,0,9773
comedy,Wednesday,9,1316,30,9,62,1,0,0,517,0.1444,2,0,6371
gaming,Friday,3,1833,60,11,51,1,0,0,10919,0.0307,9,0,5984
finance,Tuesday,16,23154,7,11,265,1,1,0,11798,0.0268,3,0,2224
education,Sunday,13,11639,90,19,166,1,0,0,200,0.057,7,0,10957
motivation,Saturday,23,746032,30,6,150,1,1,0,20,0.0189,2,0,433688
travel,Friday,17,256,15,26,10,0,0,0,28,0.0276,5,0,2228
dance,Saturday,10,4470,30,9,94,1,1,0,11445,0.1277,9,0,9096
food,Monday,15,152,60,28,71,1,0,0,16658,0.0299,7,0,10652
motivation,Tuesday,0,14385,30,4,47,1,0,1,1135,0.0212,9,0,5476
dance,Monday,6,33537,30,19,271,1,0,0,2095,0.1326,1,0,50853
motivation,Tuesday,9,65893,30,19,94,1,0,0,38742,0.0694,3,0,94952
education,Friday,8,6900,30,10,232,1,0,0,61586,0.0278,0,0,41825
dance,Thursday,2,156,15,27,47,1,0,0,4269,0.0893,7,0,4869
fashion,Saturday,21,4490,7,29,207,0,0,0,1050,0.011,0,0,5994
fitness,Saturday,22,10788,15,1,226,1,0,0,461,0.067,8,0,8375
fashion,Wednesday,13,804,15,23,76,1,1,0,624,0.0906,5,0,11144
gaming,Sunday,14,3050,15,15,218,1,0,1,232,0.1438,2,0,6271
fitness,Monday,1,493,30,11,80,1,1,0,4037,0.0523,7,0,6690
fashion,Saturday,23,1631,30,15,36,1,1,0,843,0.1159,1,0,2504
fitness,Friday,13,25398,7,3,101,1,0,1,212,0.0242,2,0,11733
fitness,Thursday,15,16718,7,1,190,0,0,0,10492,0.0679,6,0,5951
finance,Sunday,6,398,7,24,28,1,0,0,3313,0.0374,0,0,7319
food,Friday,3,1381,30,29,252,1,0,1,1836,0.0764,8,0,6406
food,Monday,17,5446,7,29,250,0,1,0,795,0.0655,9,0,8180
finance,Wednesday,23,7388,30,28,225,0,0,0,2736,0.1471,8,0,4910
motivation,Saturday,4,1490,30,27,93,1,0,0,546,0.138,2,0,5267
comedy,Friday,5,11586,30,9,85,1,0,0,278794,0.0894,3,0,217396
motivation,Sunday,6,4612,45,12,109,1,1,0,105365,0.0306,1,0,60402
dance,Tuesday,14,100,15,22,216,1,1,0,213,0.0858,9,0,8061
dance,Thursday,0,1756,15,30,195,1,1,0,652,0.1199,0,0,8389
fitness,Sunday,23,1668,15,18,296,1,1,1,181,0.0105,7,0,4923
fashion,Friday,3,16662,7,14,43,1,0,0,25,0.0679,8,0,4516
fashion,Thursday,0,17204,15,22,89,1,0,0,33310,0.0112,8,0,14371
food,Saturday,10,242,45,0,154,1,0,0,812,0.0404,9,0,1166
travel,Tuesday,17,10821,15,27,108,1,0,1,122,0.0184,4,0,4286
motivation,Wednesday,13,4302,90,16,58,0,0,0,34,0.1443,4,0,8776
gaming,Sunday,21,6170,15,19,109,1,0,0,1712,0.0295,4,0,12279
education,Wednesday,10,1628,45,3,105,1,0,0,2245,0.0268,5,1,4171
fashion,Tuesday,9,4397,45,19,220,1,0,1,2497,0.1459,3,0,19220
education,Thursday,16,38971,15,8,262,0,1,0,9325,0.0798,1,0,17867
fitness,Saturday,3,6014,15,5,81,0,1,0,6585,0.1149,1,0,2233
education,Friday,23,4553,30,2,271,0,0,0,83,0.0525,5,0,2593
gaming,Tuesday,14,2074,60,21,48,1,0,0,124,0.0823,4,0,4801
finance,Monday,15,32665,30,1,31,1,0,1,7702,0.006,3,0,7941
gaming,Thursday,20,490,7,17,88,1,1,1,318,0.0643,5,0,9274
education,Wednesday,12,1160,30,22,18,1,1,0,58,0.0855,3,0,6432
gaming,Sunday,8,441,15,29,2,0,0,0,70,0.0796,9,0,12348
comedy,Tuesday,10,7053,90,18,59,1,0,0,7142,0.0638,3,0,28809
fitness,Wednesday,10,41091,45,6,241,0,0,0,6896,0.1192,5,0,23657
motivation,Thursday,5,2719,7,2,28,1,0,0,1417,0.0777,3,0,939
finance,Wednesday,0,716,15,27,74,1,1,1,166,0.0972,8,0,6217
fashion,Tuesday,21,93489,7,27,69,1,0,0,966,0.0318,6,0,27140
dance,Thursday,5,11073,60,17,82,1,1,0,796,0.1299,5,0,24933
motivation,Monday,12,8099,60,19,172,0,0,1,454,0.0576,2,0,13216
dance,Tuesday,21,3489,15,30,196,1,1,0,4306,0.0749,3,0,19080
fitness,Friday,23,16386,30,19,146,1,0,0,419,0.0561,1,1,4379
finance,Saturday,21,7874,90,18,272,1,0,0,3230,0.1343,2,0,12073
food,Tuesday,4,2066,15,8,34,0,1,0,2138,0.1356,0,0,4366
fashion,Thursday,14,2793,15,15,112,0,1,0,61,0.0375,8,0,19115
comedy,Sunday,17,783,15,5,205,1,1,1,59082,0.1141,9,0,31678
food,Saturday,19,626,7,20,157,1,1,0,3476,0.0199,2,0,9093
fitness,Tuesday,13,2881,7,28,252,1,1,1,45,0.0093,7,1,4001
motivation,Monday,14,39245,90,11,121,1,0,0,61,0.1263,3,0,11432
comedy,Sunday,4,763,30,27,47,0,1,0,26064,0.024,7,0,20035
gaming,Monday,3,22147,15,5,184,1,1,0,1571,0.0274,6,0,10855
education,Friday,1,1166,30,12,272,1,0,0,3366,0.093,3,0,1927
comedy,Sunday,6,197,45,26,100,0,0,0,2382,0.1234,6,0,16834
fitness,Wednesday,9,13146,30,23,14,1,1,1,9650,0.0325,7,1,36793
travel,Sunday,15,92206,15,4,127,1,1,0,10547,0.0216,9,0,40815
education,Saturday,9,1053,15,28,209,1,0,0,189,0.0162,2,0,14983
dance,Sunday,17,291,45,30,111,1,1,0,3000,0.0086,4,0,9414
fashion,Thursday,16,11146,15,12,269,1,1,0,66,0.0219,2,0,6658
dance,Thursday,20,932,7,19,141,1,0,1,124,0.1417,6,0,11997
comedy,Wednesday,12,12912,30,6,172,1,1,1,597,0.0188,5,0,19864
dance,Sunday,0,39052,7,11,165,0,0,0,36,0.0916,0,0,23375
fitness,Monday,0,8911,90,29,118,1,0,0,231,0.1385,9,0,6454
gaming,Monday,14,21111,30,20,202,1,0,0,14,0.096,4,0,17701
motivation,Tuesday,0,21373,15,3,10,0,1,0,1053,0.0097,3,0,5400
fashion,Friday,5,29199,15,29,248,1,0,0,29295,0.0915,1,0,25754
dance,Saturday,12,5331,30,4,247,1,1,0,1169,0.1359,0,0,16144
dance,Friday,0,19977,30,15,153,1,0,0,1175,0.0518,6,1,12949
comedy,Sunday,4,6607,45,26,24,1,1,0,534,0.0505,6,0,13299
motivation,Friday,8,9940,30,3,220,1,1,1,7735,0.0411,5,0,17169
food,Tuesday,16,1194311,30,7,109,1,1,0,988,0.0783,4,0,276326
dance,Friday,15,7592,90,15,89,0,1,0,121,0.0395,8,0,6165
fitness,Wednesday,7,331,30,7,264,1,1,0,1539,0.1099,1,0,2337
travel,Tuesday,16,3444,30,16,39,1,0,1,24463,0.0985,2,0,9982
fashion,Wednesday,14,2810,45,13,262,1,0,1,63,0.0631,8,0,15926
dance,Sunday,23,3051,60,11,157,1,0,1,167,0.1098,1,0,5135
fitness,Tuesday,0,27342,30,2,117,1,1,0,889,0.0193,2,0,8416
fitness,Sunday,11,37611,45,26,255,1,0,0,544,0.1137,5,1,31704
fashion,Sunday,4,4063,30,19,195,1,0,0,2540,0.0924,9,0,6674
food,Friday,23,401,30,1,13,1,1,0,153,0.0964,6,0,1627
fitness,Wednesday,5,5874,15,29,117,1,1,1,380,0.0144,1,0,8549
travel,Sunday,0,1848,45,12,216,1,1,0,1217,0.0946,7,0,6726
fitness,Wednesday,0,7177,15,20,204,1,0,0,1304,0.0766,8,0,4756
fitness,Wednesday,9,3953,7,10,76,1,0,0,200135,0.0755,0,0,88380
fitness,Tuesday,9,43890,90,23,171,1,0,0,5253,0.0517,5,0,23836
gaming,Thursday,2,8059,15,11,25,1,0,1,50,0.0061,3,0,4679
gaming,Friday,16,1858,15,17,127,1,0,0,143,0.0663,9,0,11977
food,Sunday,18,405,15,29,141,1,0,0,72,0.0631,9,0,13954
dance,Wednesday,10,4507,15,8,23,1,0,0,27665,0.0663,4,0,8835
fitness,Saturday,17,4536,30,28,231,1,0,0,129,0.0937,5,0,5285
motivation,Thursday,1,3064,7,6,176,1,0,0,3550,0.0485,5,0,3824
dance,Sunday,8,19842,7,5,234,1,0,0,2905,0.0441,6,0,15680
food,Saturday,23,407,15,23,25,1,1,0,58,0.0772,8,0,3910
finance,Friday,16,1245,15,13,265,1,1,1,474,0.0909,3,1,5267
dance,Friday,13,5405,15,17,116,1,1,0,646,0.0873,8,0,4774
dance,Wednesday,3,1795,30,13,57,1,0,0,46,0.1328,0,0,4127
education,Wednesday,16,2586,15,4,269,0,1,1,38948,0.1165,8,0,5568
comedy,Sunday,16,4409,7,19,294,1,1,0,1541,0.0126,7,0,11340
education,Tuesday,11,16894,60,23,121,1,0,0,26536,0.0867,1,0,10880
travel,Thursday,19,4100,60,12,158,1,0,0,90773,0.0656,6,0,92057
gaming,Sunday,17,141,15,0,177,1,0,0,1509,0.0574,6,0,1687
gaming,Thursday,2,1660,15,11,143,0,1,1,2315,0.1439,1,0,7134
comedy,Wednesday,10,11996,30,18,88,1,0,0,226,0.0712,7,0,3179
fashion,Friday,17,19395,30,9,238,1,1,0,15790,0.1093,5,0,33680
fashion,Wednesday,3,21421,90,23,37,1,0,0,996,0.1452,5,0,10553
food,Friday,16,35671,30,4,78,1,1,0,470,0.0269,4,0,15632
comedy,Sunday,17,6082,30,19,251,1,1,0,236,0.0129,7,0,9379
dance,Friday,4,7892,60,5,148,1,1,1,1269,0.0505,9,0,4799
fashion,Wednesday,13,792,30,11,15,1,0,1,3801,0.0114,8,0,12035
fitness,Monday,9,100,15,20,268,0,0,0,1647,0.0219,4,0,6126
motivation,Thursday,14,383,30,2,117,1,1,0,2765,0.1488,0,0,2346
dance,Saturday,0,1389,15,28,191,1,1,0,712,0.1442,5,0,10337
travel,Friday,15,425,7,26,287,1,0,0,3009,0.1052,0,0,5071
fitness,Friday,10,2900,45,13,296,0,1,0,2830,0.1142,4,0,9546
fitness,Monday,22,2139,15,20,193,1,0,0,12452,0.0254,5,1,10443
comedy,Sunday,19,26584,7,3,280,1,0,0,5500,0.0913,2,0,40135
food,Sunday,5,858,60,16,249,1,0,0,1494,0.0274,0,0,5370
travel,Sunday,23,6329,30,16,230,1,1,0,2513,0.0599,1,0,5607
